0.700000,-1.200000,0.000000
0.605600,-1.200000,-0.355700
0.598800,-1.243700,-0.351700
0.598800,-1.243700,-0.351700
0.692100,-1.243700,0.000000
0.700000,-1.200000,0.000000
0.692100,-1.243700,0.000000
0.598800,-1.243700,-0.351700
0.619600,-1.243700,-0.363900
0.619600,-1.243700,-0.363900
0.716200,-1.243700,0.000000
0.692100,-1.243700,0.000000
0.716200,-1.243700,0.000000
0.619600,-1.243700,-0.363900
0.648900,-1.200000,-0.381100
0.648900,-1.200000,-0.381100
0.750000,-1.200000,0.000000
0.716200,-1.243700,0.000000
0.605600,-1.200000,-0.355700
0.355700,-1.200000,-0.605600
0.351700,-1.243700,-0.598800
0.351700,-1.243700,-0.598800
0.598800,-1.243700,-0.351700
0.605600,-1.200000,-0.355700
0.598800,-1.243700,-0.351700
0.351700,-1.243700,-0.598800
0.363900,-1.243800,-0.619600
0.363900,-1.243800,-0.619600
0.619600,-1.243700,-0.363900
0.598800,-1.243700,-0.351700
0.619600,-1.243700,-0.363900
0.363900,-1.243800,-0.619600
0.381100,-1.200000,-0.648900
0.381100,-1.200000,-0.648900
0.648900,-1.200000,-0.381100
0.619600,-1.243700,-0.363900
0.355700,-1.200000,-0.605600
0.000000,-1.200000,-0.700000
0.000000,-1.243700,-0.692100
0.000000,-1.243700,-0.692100
0.351700,-1.243700,-0.598800
0.355700,-1.200000,-0.605600
0.351700,-1.243700,-0.598800
0.000000,-1.243700,-0.692100
0.000000,-1.243800,-0.716200
0.000000,-1.243800,-0.716200
0.363900,-1.243800,-0.619600
0.351700,-1.243700,-0.598800
0.363900,-1.243800,-0.619600
0.000000,-1.243800,-0.716200
0.000000,-1.200000,-0.750000
0.000000,-1.200000,-0.750000
0.381100,-1.200000,-0.648900
0.363900,-1.243800,-0.619600
0.000000,-1.200000,-0.700000
-0.375700,-1.200000,-0.605600
-0.357600,-1.243700,-0.598800
-0.357600,-1.243700,-0.598800
0.000000,-1.243700,-0.692100
0.000000,-1.200000,-0.700000
0.000000,-1.243700,-0.692100
-0.357600,-1.243700,-0.598800
-0.364700,-1.243700,-0.619600
-0.364700,-1.243700,-0.619600
0.000000,-1.243800,-0.716200
0.000000,-1.243700,-0.692100
0.000000,-1.243800,-0.716200
-0.364700,-1.243700,-0.619600
-0.381100,-1.200000,-0.648900
-0.381100,-1.200000,-0.648900
0.000000,-1.200000,-0.750000
0.000000,-1.243800,-0.716200
-0.375700,-1.200000,-0.605600
-0.615600,-1.200000,-0.355700
-0.601800,-1.243700,-0.351700
-0.601800,-1.243700,-0.351700
-0.357600,-1.243700,-0.598800
-0.375700,-1.200000,-0.605600
